Port Name,State,Port Code,Border,Date,Measure,Value
Champlain-Rouses Point,NY,712,US-Canada Border,2/1/2020 00:00,Rail Containers Full,2523
Champlain-Rouses Point,NY,712,US-Canada Border,2/1/2020 00:00,Trains,46
Champlain-Rouses Point,NY,712,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,3404
Champlain-Rouses Point,NY,712,US-Canada Border,2/1/2020 00:00,Truck Containers Full,20016
Champlain-Rouses Point,NY,712,US-Canada Border,2/1/2020 00:00,Trucks,22589
Columbus,NM,2406,US-Mexico Border,2/1/2020 00:00,Personal Vehicle Passengers,56554
Columbus,NM,2406,US-Mexico Border,2/1/2020 00:00,Personal Vehicles,28073
Columbus,NM,2406,US-Mexico Border,2/1/2020 00:00,Truck Containers Empty,122
Columbus,NM,2406,US-Mexico Border,2/1/2020 00:00,Truck Containers Full,347
Columbus,NM,2406,US-Mexico Border,2/1/2020 00:00,Trucks,468
Cross Border Xpress,CA,2582,US-Mexico Border,2/1/2020 00:00,Pedestrians,127902
Dalton Cache,AK,3106,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,787
Dalton Cache,AK,3106,US-Canada Border,2/1/2020 00:00,Personal Vehicles,376
Dalton Cache,AK,3106,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,66
Dalton Cache,AK,3106,US-Canada Border,2/1/2020 00:00,Truck Containers Full,9
Dalton Cache,AK,3106,US-Canada Border,2/1/2020 00:00,Trucks,76
Danville,WA,3012,US-Canada Border,2/1/2020 00:00,Pedestrians,5
Danville,WA,3012,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,3079
Danville,WA,3012,US-Canada Border,2/1/2020 00:00,Personal Vehicles,2093
Danville,WA,3012,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,37
Danville,WA,3012,US-Canada Border,2/1/2020 00:00,Truck Containers Full,21
Danville,WA,3012,US-Canada Border,2/1/2020 00:00,Trucks,58
Del Bonita,MT,3322,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,4007
Del Bonita,MT,3322,US-Canada Border,2/1/2020 00:00,Personal Vehicles,1697
Del Bonita,MT,3322,US-Canada Border,2/1/2020 00:00,Truck Containers Full,40
Del Bonita,MT,3322,US-Canada Border,2/1/2020 00:00,Trucks,40
Del Rio,TX,2302,US-Mexico Border,2/1/2020 00:00,Pedestrians,18975
Del Rio,TX,2302,US-Mexico Border,2/1/2020 00:00,Personal Vehicle Passengers,203944
Del Rio,TX,2302,US-Mexico Border,2/1/2020 00:00,Personal Vehicles,120630
Del Rio,TX,2302,US-Mexico Border,2/1/2020 00:00,Truck Containers Empty,1717
Del Rio,TX,2302,US-Mexico Border,2/1/2020 00:00,Truck Containers Full,4285
Del Rio,TX,2302,US-Mexico Border,2/1/2020 00:00,Trucks,5935
Derby Line,VT,209,US-Canada Border,2/1/2020 00:00,Bus Passengers,3640
Derby Line,VT,209,US-Canada Border,2/1/2020 00:00,Buses,106
Derby Line,VT,209,US-Canada Border,2/1/2020 00:00,Pedestrians,26
Derby Line,VT,209,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,54950
Derby Line,VT,209,US-Canada Border,2/1/2020 00:00,Personal Vehicles,28227
Derby Line,VT,209,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,909
Derby Line,VT,209,US-Canada Border,2/1/2020 00:00,Truck Containers Full,5497
Derby Line,VT,209,US-Canada Border,2/1/2020 00:00,Trucks,6402
Detroit,MI,3801,US-Canada Border,2/1/2020 00:00,Bus Passengers,7105
Detroit,MI,3801,US-Canada Border,2/1/2020 00:00,Buses,770
Detroit,MI,3801,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,502088
Detroit,MI,3801,US-Canada Border,2/1/2020 00:00,Personal Vehicles,314509
Detroit,MI,3801,US-Canada Border,2/1/2020 00:00,Rail Containers Empty,3402
Detroit,MI,3801,US-Canada Border,2/1/2020 00:00,Rail Containers Full,7983
Detroit,MI,3801,US-Canada Border,2/1/2020 00:00,Train Passengers,405
Detroit,MI,3801,US-Canada Border,2/1/2020 00:00,Trains,144
Detroit,MI,3801,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,30365
Detroit,MI,3801,US-Canada Border,2/1/2020 00:00,Truck Containers Full,91828
Detroit,MI,3801,US-Canada Border,2/1/2020 00:00,Trucks,124071
Douglas,AZ,2601,US-Mexico Border,2/1/2020 00:00,Bus Passengers,1100
Douglas,AZ,2601,US-Mexico Border,2/1/2020 00:00,Buses,210
Douglas,AZ,2601,US-Mexico Border,2/1/2020 00:00,Pedestrians,73203
Douglas,AZ,2601,US-Mexico Border,2/1/2020 00:00,Personal Vehicle Passengers,190627
Douglas,AZ,2601,US-Mexico Border,2/1/2020 00:00,Personal Vehicles,116495
Douglas,AZ,2601,US-Mexico Border,2/1/2020 00:00,Truck Containers Empty,952
Douglas,AZ,2601,US-Mexico Border,2/1/2020 00:00,Truck Containers Full,1349
Douglas,AZ,2601,US-Mexico Border,2/1/2020 00:00,Trucks,2287
Dunseith,ND,3422,US-Canada Border,2/1/2020 00:00,Bus Passengers,73
Dunseith,ND,3422,US-Canada Border,2/1/2020 00:00,Buses,3
Dunseith,ND,3422,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,6201
Dunseith,ND,3422,US-Canada Border,2/1/2020 00:00,Personal Vehicles,2932
Dunseith,ND,3422,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,341
Dunseith,ND,3422,US-Canada Border,2/1/2020 00:00,Truck Containers Full,1788
Dunseith,ND,3422,US-Canada Border,2/1/2020 00:00,Trucks,2077
Eagle Pass,TX,2303,US-Mexico Border,2/1/2020 00:00,Bus Passengers,5360
Eagle Pass,TX,2303,US-Mexico Border,2/1/2020 00:00,Buses,283
Eagle Pass,TX,2303,US-Mexico Border,2/1/2020 00:00,Pedestrians,59572
Eagle Pass,TX,2303,US-Mexico Border,2/1/2020 00:00,Personal Vehicle Passengers,461922
Eagle Pass,TX,2303,US-Mexico Border,2/1/2020 00:00,Personal Vehicles,229709
Eagle Pass,TX,2303,US-Mexico Border,2/1/2020 00:00,Rail Containers Empty,14380
Eagle Pass,TX,2303,US-Mexico Border,2/1/2020 00:00,Rail Containers Full,12033
Eagle Pass,TX,2303,US-Mexico Border,2/1/2020 00:00,Trains,265
Eagle Pass,TX,2303,US-Mexico Border,2/1/2020 00:00,Truck Containers Empty,5075
Eagle Pass,TX,2303,US-Mexico Border,2/1/2020 00:00,Truck Containers Full,9105
Eagle Pass,TX,2303,US-Mexico Border,2/1/2020 00:00,Trucks,14204
Eastport,ID,3302,US-Canada Border,2/1/2020 00:00,Bus Passengers,230
Eastport,ID,3302,US-Canada Border,2/1/2020 00:00,Buses,7
Eastport,ID,3302,US-Canada Border,2/1/2020 00:00,Pedestrians,170
Eastport,ID,3302,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,8042
Eastport,ID,3302,US-Canada Border,2/1/2020 00:00,Personal Vehicles,3829
Eastport,ID,3302,US-Canada Border,2/1/2020 00:00,Rail Containers Empty,496
Eastport,ID,3302,US-Canada Border,2/1/2020 00:00,Rail Containers Full,9728
Eastport,ID,3302,US-Canada Border,2/1/2020 00:00,Train Passengers,170
Eastport,ID,3302,US-Canada Border,2/1/2020 00:00,Trains,85
Eastport,ID,3302,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,820
Eastport,ID,3302,US-Canada Border,2/1/2020 00:00,Truck Containers Full,3848
Eastport,ID,3302,US-Canada Border,2/1/2020 00:00,Trucks,4487
Eastport,ME,103,US-Canada Border,2/1/2020 00:00,Pedestrians,2
Eastport,ME,103,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,10590
Eastport,ME,103,US-Canada Border,2/1/2020 00:00,Personal Vehicles,7125
Eastport,ME,103,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,61
Eastport,ME,103,US-Canada Border,2/1/2020 00:00,Truck Containers Full,85
Eastport,ME,103,US-Canada Border,2/1/2020 00:00,Trucks,146
El Paso,TX,2402,US-Mexico Border,2/1/2020 00:00,Bus Passengers,22909
El Paso,TX,2402,US-Mexico Border,2/1/2020 00:00,Buses,1531
El Paso,TX,2402,US-Mexico Border,2/1/2020 00:00,Pedestrians,489272
El Paso,TX,2402,US-Mexico Border,2/1/2020 00:00,Personal Vehicle Passengers,1504954
El Paso,TX,2402,US-Mexico Border,2/1/2020 00:00,Personal Vehicles,891337
El Paso,TX,2402,US-Mexico Border,2/1/2020 00:00,Rail Containers Empty,4922
El Paso,TX,2402,US-Mexico Border,2/1/2020 00:00,Rail Containers Full,2659
El Paso,TX,2402,US-Mexico Border,2/1/2020 00:00,Trains,98
El Paso,TX,2402,US-Mexico Border,2/1/2020 00:00,Truck Containers Empty,25435
El Paso,TX,2402,US-Mexico Border,2/1/2020 00:00,Truck Containers Full,37230
El Paso,TX,2402,US-Mexico Border,2/1/2020 00:00,Trucks,62892
Ferry,WA,3013,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,1030
Ferry,WA,3013,US-Canada Border,2/1/2020 00:00,Personal Vehicles,559
Ferry,WA,3013,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,5
Ferry,WA,3013,US-Canada Border,2/1/2020 00:00,Trucks,5
Grand Portage,MN,3613,US-Canada Border,2/1/2020 00:00,Bus Passengers,789
Fort Fairfield,ME,107,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,10425
Fort Fairfield,ME,107,US-Canada Border,2/1/2020 00:00,Personal Vehicles,6451
Fort Fairfield,ME,107,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,281
Fort Fairfield,ME,107,US-Canada Border,2/1/2020 00:00,Truck Containers Full,59
Fort Fairfield,ME,107,US-Canada Border,2/1/2020 00:00,Trucks,340
Fort Kent,ME,110,US-Canada Border,2/1/2020 00:00,Bus Passengers,18
Fort Kent,ME,110,US-Canada Border,2/1/2020 00:00,Buses,1
Fort Kent,ME,110,US-Canada Border,2/1/2020 00:00,Pedestrians,48
Fort Kent,ME,110,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,10868
Fort Kent,ME,110,US-Canada Border,2/1/2020 00:00,Personal Vehicles,7830
Fort Kent,ME,110,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,815
Fort Kent,ME,110,US-Canada Border,2/1/2020 00:00,Truck Containers Full,80
Fort Kent,ME,110,US-Canada Border,2/1/2020 00:00,Trucks,895
Fortuna,ND,3417,US-Canada Border,2/1/2020 00:00,Bus Passengers,36
Fortuna,ND,3417,US-Canada Border,2/1/2020 00:00,Buses,1
Fortuna,ND,3417,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,1844
Fortuna,ND,3417,US-Canada Border,2/1/2020 00:00,Personal Vehicles,898
Fortuna,ND,3417,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,99
Fortuna,ND,3417,US-Canada Border,2/1/2020 00:00,Truck Containers Full,321
Fortuna,ND,3417,US-Canada Border,2/1/2020 00:00,Trucks,420
Frontier,WA,3020,US-Canada Border,2/1/2020 00:00,Bus Passengers,384
Frontier,WA,3020,US-Canada Border,2/1/2020 00:00,Buses,39
Frontier,WA,3020,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,8786
Frontier,WA,3020,US-Canada Border,2/1/2020 00:00,Personal Vehicles,4088
Frontier,WA,3020,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,1638
Frontier,WA,3020,US-Canada Border,2/1/2020 00:00,Truck Containers Full,722
Frontier,WA,3020,US-Canada Border,2/1/2020 00:00,Trucks,2174
Grand Portage,MN,3613,US-Canada Border,2/1/2020 00:00,Buses,33
Grand Portage,MN,3613,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,24561
Grand Portage,MN,3613,US-Canada Border,2/1/2020 00:00,Personal Vehicles,12256
Grand Portage,MN,3613,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,415
Grand Portage,MN,3613,US-Canada Border,2/1/2020 00:00,Truck Containers Full,692
Grand Portage,MN,3613,US-Canada Border,2/1/2020 00:00,Trucks,1095
Hannah,ND,3408,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,89
Hannah,ND,3408,US-Canada Border,2/1/2020 00:00,Personal Vehicles,57
Hannah,ND,3408,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,11
Hannah,ND,3408,US-Canada Border,2/1/2020 00:00,Trucks,11
Hansboro,ND,3415,US-Canada Border,2/1/2020 00:00,Bus Passengers,79
Hansboro,ND,3415,US-Canada Border,2/1/2020 00:00,Buses,3
Hansboro,ND,3415,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,817
Hansboro,ND,3415,US-Canada Border,2/1/2020 00:00,Personal Vehicles,395
Hansboro,ND,3415,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,19
Hansboro,ND,3415,US-Canada Border,2/1/2020 00:00,Trucks,19
Hidalgo,TX,2305,US-Mexico Border,2/1/2020 00:00,Bus Passengers,19145
Hidalgo,TX,2305,US-Mexico Border,2/1/2020 00:00,Buses,1557
Hidalgo,TX,2305,US-Mexico Border,2/1/2020 00:00,Pedestrians,178722
Hidalgo,TX,2305,US-Mexico Border,2/1/2020 00:00,Personal Vehicle Passengers,608793
Hidalgo,TX,2305,US-Mexico Border,2/1/2020 00:00,Personal Vehicles,303087
Hidalgo,TX,2305,US-Mexico Border,2/1/2020 00:00,Truck Containers Empty,18891
Hidalgo,TX,2305,US-Mexico Border,2/1/2020 00:00,Truck Containers Full,35479
Hidalgo,TX,2305,US-Mexico Border,2/1/2020 00:00,Trucks,54368
Highgate Springs-Alburg,VT,212,US-Canada Border,2/1/2020 00:00,Bus Passengers,3829
Highgate Springs-Alburg,VT,212,US-Canada Border,2/1/2020 00:00,Buses,173
Highgate Springs-Alburg,VT,212,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,56013
Highgate Springs-Alburg,VT,212,US-Canada Border,2/1/2020 00:00,Personal Vehicles,25640
Highgate Springs-Alburg,VT,212,US-Canada Border,2/1/2020 00:00,Rail Containers Empty,106
Highgate Springs-Alburg,VT,212,US-Canada Border,2/1/2020 00:00,Rail Containers Full,840
Highgate Springs-Alburg,VT,212,US-Canada Border,2/1/2020 00:00,Train Passengers,30
Highgate Springs-Alburg,VT,212,US-Canada Border,2/1/2020 00:00,Trains,19
Highgate Springs-Alburg,VT,212,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,1474
Highgate Springs-Alburg,VT,212,US-Canada Border,2/1/2020 00:00,Truck Containers Full,6259
Highgate Springs-Alburg,VT,212,US-Canada Border,2/1/2020 00:00,Trucks,7640
Houlton,ME,106,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,26053
Houlton,ME,106,US-Canada Border,2/1/2020 00:00,Personal Vehicles,13596
Houlton,ME,106,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,1471
Houlton,ME,106,US-Canada Border,2/1/2020 00:00,Truck Containers Full,5367
Houlton,ME,106,US-Canada Border,2/1/2020 00:00,Trucks,6837
International Falls-Ranier,MN,3604,US-Canada Border,2/1/2020 00:00,Bus Passengers,664
International Falls-Ranier,MN,3604,US-Canada Border,2/1/2020 00:00,Buses,24
International Falls-Ranier,MN,3604,US-Canada Border,2/1/2020 00:00,Pedestrians,341
International Falls-Ranier,MN,3604,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,39639
International Falls-Ranier,MN,3604,US-Canada Border,2/1/2020 00:00,Personal Vehicles,22690
International Falls-Ranier,MN,3604,US-Canada Border,2/1/2020 00:00,Rail Containers Empty,13726
International Falls-Ranier,MN,3604,US-Canada Border,2/1/2020 00:00,Rail Containers Full,46343
International Falls-Ranier,MN,3604,US-Canada Border,2/1/2020 00:00,Train Passengers,574
International Falls-Ranier,MN,3604,US-Canada Border,2/1/2020 00:00,Trains,331
International Falls-Ranier,MN,3604,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,579
International Falls-Ranier,MN,3604,US-Canada Border,2/1/2020 00:00,Truck Containers Full,796
International Falls-Ranier,MN,3604,US-Canada Border,2/1/2020 00:00,Trucks,1386
Jackman,ME,104,US-Canada Border,2/1/2020 00:00,Bus Passengers,96
Jackman,ME,104,US-Canada Border,2/1/2020 00:00,Buses,3
Jackman,ME,104,US-Canada Border,2/1/2020 00:00,Pedestrians,3
Jackman,ME,104,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,13815
Jackman,ME,104,US-Canada Border,2/1/2020 00:00,Personal Vehicles,7887
Jackman,ME,104,US-Canada Border,2/1/2020 00:00,Rail Containers Empty,739
Jackman,ME,104,US-Canada Border,2/1/2020 00:00,Rail Containers Full,554
Jackman,ME,104,US-Canada Border,2/1/2020 00:00,Train Passengers,36
Jackman,ME,104,US-Canada Border,2/1/2020 00:00,Trains,37
Jackman,ME,104,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,6013
Jackman,ME,104,US-Canada Border,2/1/2020 00:00,Truck Containers Full,1660
Jackman,ME,104,US-Canada Border,2/1/2020 00:00,Trucks,7621
Lancaster,MN,3430,US-Canada Border,2/1/2020 00:00,Bus Passengers,67
Lancaster,MN,3430,US-Canada Border,2/1/2020 00:00,Buses,3
Lancaster,MN,3430,US-Canada Border,2/1/2020 00:00,Personal Vehicle Passengers,3093
Lancaster,MN,3430,US-Canada Border,2/1/2020 00:00,Personal Vehicles,1392
Lancaster,MN,3430,US-Canada Border,2/1/2020 00:00,Truck Containers Empty,386
Lancaster,MN,3430,US-Canada Border,2/1/2020 00:00,Truck Containers Full,2
Lancaster,MN,3430,US-Canada Border,2/1/2020 00:00,Trucks,394
Laredo,TX,2304,US-Mexico Border,2/1/2020 00:00,Bus Passengers,62911
Laredo,TX,2304,US-Mexico Border,2/1/2020 00:00,Buses,2552
Laredo,TX,2304,US-Mexico Border,2/1/2020 00:00,Pedestrians,292273
Laredo,TX,2304,US-Mexico Border,2/1/2020 00:00,Personal Vehicle Passengers,731666
Laredo,TX,2304,US-Mexico Border,2/1/2020 00:00,Personal Vehicles,381802
Laredo,TX,2304,US-Mexico Border,2/1/2020 00:00,Rail Containers Empty,16859
Laredo,TX,2304,US-Mexico Border,2/1/2020 00:00,Rail Containers Full,21375
